"District","FIPS","Year","High Needs Status","Variable","Measure Type","Value"
"Granby School District","900332640","2013-2014","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2013-2014","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2013-2014","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2013-2014","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2014-2015","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2014-2015","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2014-2015","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2014-2015","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2015-2016","High Needs","Four Year Graduation Count","Number",-9999
"Granby School District","900332640","2015-2016","Non-High Needs","Four Year Graduation Count","Number",-9999
"Granby School District","900332640","2015-2016","High Needs","Four Year Graduation Rate","Percent",-9999
"Granby School District","900332640","2015-2016","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Granby School District","900332640","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2015-2016","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2015-2016","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2015-2016","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2015-2016","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2016-2017","High Needs","Four Year Graduation Count","Number",-9999
"Granby School District","900332640","2016-2017","Non-High Needs","Four Year Graduation Count","Number",-9999
"Granby School District","900332640","2016-2017","High Needs","Four Year Graduation Rate","Percent",-9999
"Granby School District","900332640","2016-2017","Non-High Needs","Four Year Graduation Rate","Percent",-9999
"Granby School District","900332640","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2016-2017","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2016-2017","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2016-2017","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2017-2018","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2017-2018","Non-High Needs","Other Count","Number",-9999
"Granby School District","900332640","2017-2018","High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2017-2018","Non-High Needs","Other Rate","Percent",-9999
"Granby School District","900332640","2018-2019","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Granby School District","900332640","2018-2019","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Granby School District","900332640","2018-2019","High Needs","Other Count","Number",-9999
"Granby School District","900332640","2018-2019","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2010-2011","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2010-2011","Non-High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2010-2011","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2010-2011","Non-High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2012-2013","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2012-2013","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2012-2013","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2012-2013","Non-High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2012-2013","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2012-2013","Non-High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2013-2014","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2013-2014","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2013-2014","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2013-2014","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2013-2014","Non-High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2013-2014","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2013-2014","Non-High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2014-2015","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2014-2015","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2014-2015","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2014-2015","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2014-2015","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2014-2015","Non-High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2014-2015","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2014-2015","Non-High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2015-2016","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2015-2016","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2015-2016","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2015-2016","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2015-2016","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2015-2016","Non-High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2015-2016","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2015-2016","Non-High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2016-2017","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2016-2017","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2016-2017","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2016-2017","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2016-2017","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2016-2017","Non-High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2016-2017","High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2016-2017","Non-High Needs","Other Rate","Percent",-9999
"Greenwich School District","900133620","2017-2018","High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2017-2018","Non-High Needs","Still Enrolled After Four Years Count","Number",-9999
"Greenwich School District","900133620","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2017-2018","Non-High Needs","Still Enrolled After Four Years Rate","Percent",-9999
"Greenwich School District","900133620","2017-2018","High Needs","Other Count","Number",-9999
"Greenwich School District","900133620","2017-2018","Non-High Needs","Other Count","Number",-9999
